l_no	p_no	time	play_ox	stoptime
3572	803	20230829053907 	1	
3573	3622	20230829055047 	1	
3574	2877	20230829055615 	1	
3575	2214	20230829074022 	0	1:18
3576	1951	20230829091258 	1	
3577	3321	20230829092905 	1	
3578	978	20230829103152 	1	
3579	2713	20230829110342 	1	
3580	1896	20230829111355 	1	
3581	1163	20230829112443 	1	
3582	132	20230829113606 	1	
3583	1619	20230829125535 	1	
3584	199	20230829133236 	1	
3585	3661	20230829135512 	1	
3586	2175	20230829141111 	1	
3587	1373	20230829152739 	1	
3588	2443	20230829153040 	1	
3589	3354	20230829161746 	1	
3590	3388	20230829171530 	1	
3591	1203	20230829175808 	1	
3592	1150	20230829203121 	0	3:10
3593	887	20230829204510 	1	
3594	1310	20230829215435 	1	
3595	1882	20230829222558 	1	
3596	3100	20230830030812 	1	
3597	2381	20230830033735 	1	
3598	2174	20230830035351 	1	
3599	970	20230830042707 	1	
3600	1285	20230830042816 	1	
3601	3137	20230830054108 	1	
3602	1315	20230830064220 	1	
3603	1757	20230830075547 	1	
3604	491	20230830081840 	1	
3605	1483	20230830081858 	1	
3606	1809	20230830082242 	1	
3607	1253	20230830082811 	1	
3608	2248	20230830101117 	1	
3609	699	20230830101728 	1	
3610	1123	20230830115305 	1	
3611	454	20230830123040 	1	
3612	2195	20230830131837 	1	
3613	2745	20230830132406 	1	
3614	1743	20230830143531 	1	
3615	979	20230830144025 	1	
3616	91	20230830151516 	1	
3617	1038	20230830160348 	1	
3618	90	20230830180546 	1	
3619	173	20230830192139 	0	2:36
3620	1548	20230830194324 	1	
3621	293	20230830194616 	1	
3622	1479	20230830202216 	1	
3623	1082	20230830215819 	1	
3624	3124	20230830231823 	1	
3625	2211	20230830235047 	1	
3626	2783	20230831022500 	1	
3627	93	20230831024553 	1	
3628	1018	20230831030637 	1	
3629	3569	20230831042148 	1	
3630	2377	20230831043227 	1	
3631	3517	20230831050726 	1	
3632	1618	20230831061852 	1	
3633	2429	20230831062905 	1	
3634	2702	20230831070758 	1	
3635	938	20230831082308 	1	
3636	8	20230831113003 	1	
3637	438	20230831125727 	1	
3638	2104	20230831131444 	1	
3639	462	20230831135346 	1	
3640	1485	20230831141613 	1	
3641	3514	20230831152730 	1	
3642	3582	20230831163301 	1	
3643	918	20230831170040 	1	
3644	133	20230831175825 	1	
3645	2096	20230831193310 	1	
3646	1292	20230831193436 	1	
3647	432	20230831194459 	1	
3648	1783	20230831201832 	1	
3649	1407	20230831202308 	1	
3650	1802	20230831212538 	1	
3651	3833	20230831220405 	0	1:09
3652	1282	20230831221921 	1	
3653	2942	20230831225219 	1	
3654	288	20230901025205 	1	
3655	1948	20230901051605 	1	
3656	3517	20230901060201 	1	
3657	2128	20230901061952 	1	
3658	424	20230901075119 	1	
3659	820	20230901075656 	1	
3660	2583	20230901082225 	1	
3661	506	20230901095234 	1	
3662	677	20230901102750 	1	
3663	3232	20230901115624 	1	
3664	3348	20230901122756 	0	3:27
3665	1960	20230901132305 	1	
3666	408	20230901132323 	1	
3667	2217	20230901141203 	1	
3668	1416	20230901144737 	1	
3669	3412	20230901154229 	1	
3670	2125	20230901164717 	1	
3671	984	20230901171412 	1	
3672	2684	20230901173850 	1	
3673	891	20230901180856 	1	
3674	24	20230901191217 	1	
3675	1790	20230901193126 	1	
3676	1958	20230901194852 	1	
3677	1840	20230901203046 	1	
3678	900	20230901210035 	1	
3679	2167	20230901221318 	1	
3680	3683	20230901223830 	1	
3681	1233	20230901232208 	1	
3682	2560	20230902023833 	1	
3683	3521	20230902024108 	1	
3684	3146	20230902031852 	1	
3685	1429	20230902034137 	1	
3686	1405	20230902043930 	1	
3687	2296	20230902045656 	1	
3688	1714	20230902054444 	1	
3689	1990	20230902063927 	1	
3690	2376	20230902074157 	1	
3691	1238	20230902081329 	1	
3692	2792	20230902085305 	1	
3693	2059	20230902093752 	1	
3694	3833	20230902095216 	0	1:09
3695	2210	20230902100012 	1	
3696	2048	20230902100950 	1	
3697	1550	20230902103135 	1	
3698	1513	20230902112653 	1	
3699	648	20230902123158 	1	
3700	347	20230902125954 	1	
3701	2028	20230902140643 	1	
3702	1114	20230902150729 	1	
3703	1750	20230902155701 	1	
3704	3678	20230902183534 	1	
3705	3143	20230902204829 	1	
3706	3740	20230902205750 	1	
3707	3441	20230902205842 	1	
3708	2654	20230902211123 	1	
3709	3772	20230902215902 	0	1:35
3710	2681	20230903032612 	1	
3711	1174	20230903035854 	1	
3712	179	20230903061240 	0	1:52
3713	2925	20230903065653 	1	
3714	591	20230903071352 	1	
3715	3434	20230903073930 	1	
3716	2649	20230903081705 	1	
3717	3204	20230903085541 	1	
3718	756	20230903092420 	1	
3719	3230	20230903095954 	1	
3720	3700	20230903122036 	1	
3721	2909	20230903124438 	1	
3722	2935	20230903124705 	1	
3723	772	20230903125435 	1	
3724	968	20230903130514 	1	
3725	3012	20230903131754 	1	
3726	3755	20230903133043 	1	
3727	2312	20230903134900 	1	
3728	1452	20230903172526 	0	2:01
3729	3484	20230903172710 	1	
3730	83	20230903175056 	1	
3731	1088	20230903175532 	1	
3732	641	20230903195813 	1	
3733	1324	20230903200600 	1	
3734	2570	20230903204921 	1	
3735	2988	20230903220304 	1	
3736	3178	20230903223118 	1	
3737	297	20230903225547 	1	
3738	3266	20230903232208 	1	
3739	2718	20230903233313 	1	
3740	2146	20230903234252 	1	
3741	2068	20230903234754 	1	
3742	643	20230903235851 	1	
3743	2904	20230904023348 	1	
3744	356	20230904024100 	1	
3745	2976	20230904040238 	1	
3746	1415	20230904052216 	1	
3747	3367	20230904060520 	1	
3748	724	20230904062110 	1	
3749	3536	20230904065701 	1	
3750	3313	20230904084134 	1	
3751	3530	20230904084754 	1	
3752	2534	20230904085248 	1	
3753	2645	20230904094924 	1	
3754	283	20230904101335 	1	
3755	3041	20230904102357 	1	
3756	274	20230904105018 	1	
3757	2581	20230904123158 	1	
3758	2376	20230904130020 	1	
3759	244	20230904130212 	1	
3760	2957	20230904130457 	1	
3761	687	20230904130715 	1	
3762	147	20230904133620 	1	
3763	2069	20230904145458 	1	
3764	2382	20230904150612 	1	
3765	3423	20230904152328 	1	
3766	698	20230904155124 	1	
3767	245	20230904155317 	1	
3768	1050	20230904160112 	1	
3769	1755	20230904160304 	1	
3770	134	20230904161151 	1	
3771	1045	20230904163655 	1	
3772	3791	20230904165236 	0	1:35
3773	72	20230904170058 	1	
3774	1092	20230904174008 	1	
3775	3708	20230904180026 	1	
3776	1829	20230904180847 	1	
3777	2804	20230904210253 	1	
3778	298	20230904223144 	1	
3779	1478	20230905023348 	1	
3780	3259	20230905042951 	0	2:10
3781	1419	20230905053055 	1	
3782	593	20230905054352 	1	
3783	3357	20230905062302 	0	3:01
3784	3623	20230905083916 	1	
3785	3825	20230905085825 	0	3:27
3786	2602	20230905085851 	1	
3787	1886	20230905094011 	1	
3788	1265	20230905094303 	1	
3789	283	20230905095920 	1	
3790	249	20230905113523 	1	
3791	3315	20230905114955 	1	
3792	1950	20230905115257 	1	
3793	1544	20230905115348 	1	
3794	1343	20230905141421 	1	
3795	2339	20230905143640 	1	
3796	3579	20230905144300 	1	
3797	728	20230905145104 	1	
3798	756	20230905150253 	1	
3799	3870	20230905150830 	0	1:35
3800	997	20230905152337 	1	
3801	1871	20230905152503 	1	
3802	1114	20230905174151 	1	
3803	3564	20230905174226 	1	
3804	1845	20230905175323 	1	
3805	1057	20230905182704 	1	
3806	3228	20230905191921 	1	
3807	547	20230905193712 	1	
3808	1157	20230905210026 	1	
3809	699	20230905210546 	1	
3810	3454	20230905212547 	1	
3811	1297	20230905212604 	1	
3812	2089	20230905224424 	1	
3813	3549	20230905224909 	1	
3814	2345	20230905230115 	1	
3815	3038	20230905231949 	1	
3816	1586	20230906024527 	1	
3817	2206	20230906034321 	1	
3818	2866	20230906035443 	1	
3819	2	20230906043554 	1	
3820	1450	20230906063207 	1	
3821	998	20230906085348 	1	
3822	2016	20230906091324 	1	
3823	3191	20230906124840 	1	
3824	3880	20230906144510 	0	0:18
3825	1150	20230906151550 	1	
3826	606	20230906175633 	1	
3827	9	20230906185107 	1	
3828	2236	20230906192733 	1	
3829	990	20230906205056 	1	
3830	3279	20230906214740 	1	
3831	2539	20230906222348 	1	
3832	3439	20230906222357 	1	
3833	1573	20230906231220 	1	
3834	1599	20230906232325 	1	
3835	1183	20230907032119 	1	
3836	1941	20230907033141 	1	
3837	3814	20230907055340 	0	2:27
3838	28	20230907060210 	1	
3839	3411	20230907080416 	1	
3840	1272	20230907100155 	1	
3841	1862	20230907101921 	1	
3842	1699	20230907103930 	1	
3843	1161	20230907105219 	1	
3844	1876	20230907105722 	1	
3845	2903	20230907113640 	1	
3846	1979	20230907160706 	1	
3847	3013	20230907171906 	1	
3848	2777	20230907182923 	1	
3849	2579	20230907200709 	1	
3850	1689	20230907203614 	1	
3851	3584	20230907205348 	1	
3852	1625	20230907211450 	1	
3853	2556	20230907213853 	1	
3854	1140	20230907214203 	1	
3855	2531	20230907220824 	1	
3856	2262	20230908023138 	1	
3857	2423	20230908024300 	1	
3858	1502	20230908040623 	1	
3859	947	20230908043620 	1	
3860	3519	20230908051823 	1	
3861	3802	20230908060236 	0	3:27
3862	3087	20230908064958 	1	
3863	3399	20230908070212 	1	
3864	3848	20230908085113 	0	1:52
3865	37	20230908085222 	1	
3866	1714	20230908100322 	1	
3867	2672	20230908101209 	1	
3868	396	20230908105503 	1	
3869	1310	20230908105848 	1	
3870	2534	20230908113623 	1	
3871	3180	20230908125937 	1	
3872	440	20230908141146 	1	
3873	3833	20230908142033 	0	1:09
3874	2650	20230908142811 	1	
3875	196	20230908144034 	1	
3876	3344	20230908145113 	1	
3877	2551	20230908150210 	1	
3878	3009	20230908171028 	1	
3879	423	20230908171237 	1	
3880	853	20230908182010 	1	
3881	1832	20230908184731 	1	
3882	2134	20230908192925 	1	
3883	2652	20230908201858 	0	3:19
3884	281	20230908221217 	1	
3885	1314	20230908222038 	1	
3886	3215	20230908223747 	1	
3887	338	20230908224031 	1	
3888	3874	20230908230500 	1	
3889	853	20230908235759 	1	
3890	1667	20230909023933 	1	
3891	918	20230909053933 	1	
3892	3016	20230909074114 	1	
3893	316	20230909113112 	1	
3894	2966	20230909115750 	1	
3895	477	20230909131108 	1	
3896	1096	20230909131754 	1	
3897	3590	20230909134039 	1	
3898	907	20230909143540 	1	
3899	3487	20230909165722 	1	
3900	3871	20230909170543 	0	2:10
3901	2576	20230909170543 	1	
3902	2549	20230909173540 	1	
3903	1451	20230909185644 	1	
3904	973	20230909193052 	1	
3905	2008	20230909193612 	1	
3906	1891	20230909205908 	1	
3907	21	20230909210830 	1	
3908	3226	20230909210939 	1	
3909	1072	20230909214622 	1	
3910	2635	20230909220614 	1	
3911	817	20230909223930 	1	
3912	2360	20230909225521 	1	
3913	2010	20230909235148 	1	
3914	503	20230910023649 	1	
3915	2547	20230910030436 	0	3:27
3916	1925	20230910034120 	1	
3917	244	20230910052920 	1	
3918	3850	20230910054209 	0	1:26
3919	868	20230910071410 	1	
3920	1251	20230910084903 	0	3:27
3921	1112	20230910085449 	1	
3922	955	20230910104852 	1	
3923	2986	20230910105446 	1	
3924	211	20230910115458 	1	
3925	2355	20230910122813 	1	
3926	34	20230910133804 	1	
3927	2757	20230910143505 	1	
3928	1265	20230910151542 	1	
3929	1927	20230910160339 	1	
3930	1281	20230910160623 	1	
3931	3366	20230910164952 	1	
3932	1956	20230910170132 	1	
3933	2435	20230910170259 	1	
3934	3433	20230910173531 	1	
3935	2004	20230910182337 	1	
3936	3642	20230910205900 	1	
3937	1008	20230910220204 	1	
3938	2782	20230910220649 	1	
3939	1719	20230910225446 	1	
3940	3126	20230911024501 	1	
3941	140	20230911032839 	1	
3942	1090	20230911041846 	1	
3943	2752	20230911062254 	1	
3944	907	20230911072733 	1	
3945	3883	20230911073956 	1	
3946	2748	20230911075529 	1	
3947	3288	20230911083859 	1	
3948	3466	20230911084344 	1	
3949	3129	20230911093215 	1	
3950	3664	20230911110525 	1	
3951	3533	20230911111806 	1	
3952	3769	20230911115257 	0	2:36
3953	1892	20230911132615 	1	
3954	2157	20230911135914 	1	
3955	927	20230911144108 	1	
3956	3464	20230911154748 	1	
3957	2747	20230911165119 	1	
3958	2249	20230911173439 	1	
3959	2362	20230911191711 	1	
3960	1923	20230911203933 	1	
3961	481	20230911204955 	1	
3962	2986	20230911212429 	1	
3963	320	20230911225656 	1	
3964	768	20230911230158 	1	
3965	406	20230912023916 	1	
3966	1298	20230912025650 	1	
3967	883	20230912025851 	1	
3968	22	20230912031835 	1	
3969	1521	20230912032748 	1	
3970	2967	20230912043922 	1	
3971	3566	20230912051154 	1	
3972	3026	20230912051849 	1	
3973	1073	20230912052535 	1	
3974	3456	20230912053807 	1	
3975	3192	20230912054803 	1	
3976	2381	20230912061450 	1	
3977	695	20230912073913 	1	
3978	2416	20230912074057 	1	
3979	1678	20230912083012 	1	
3980	88	20230912102742 	1	
3981	1436	20230912111329 	1	
3982	3461	20230912122219 	1	
3983	3077	20230912130138 	1	
3984	351	20230912132707 	1	
3985	2062	20230912142644 	1	
3986	2680	20230912143112 	1	
3987	101	20230912152437 	1	
3988	984	20230912160103 	0	3:01
3989	516	20230912165831 	1	
3990	482	20230912183058 	1	
3991	1451	20230912184338 	1	
3992	2265	20230912184648 	1	
3993	45	20230912194700 	1	
3994	1	20230912210856 	1	
3995	2513	20230912213158 	1	
3996	624	20230912215946 	1	
3997	3336	20230912230801 	1	
3998	1451	20230912234912 	1	
3999	1626	20230913024829 	0	1:18
4000	3029	20230913025213 	1	
4001	3834	20230913061634 	0	1:00
4002	2453	20230913074817 	1	
4003	3573	20230913081941 	0	2:36
4004	2045	20230913111137 	1	
4005	1485	20230913114016 	1	
4006	1045	20230913122302 	1	
4007	3567	20230913132323 	1	
4008	2752	20230913142745 	1	
4009	1760	20230913144553 	1	
4010	98	20230913145231 	1	
4011	905	20230913150026 	1	
4012	574	20230913160807 	1	
4013	767	20230913190732 	1	
4014	2556	20230913191418 	1	
4015	870	20230913200006 	1	
4016	2469	20230913202636 	1	
4017	1781	20230913202946 	1	
4018	3815	20230913205213 	0	3:01
4019	3693	20230913214054 	1	
4020	626	20230913215343 	1	
4021	3744	20230913222021 	1	
4022	3575	20230913222239 	1	
4023	2913	20230913223310 	1	
4024	88	20230913225848 	1	
4025	353	20230913230132 	1	
4026	106	20230914063215 	1	
4027	1779	20230914063525 	1	
4028	150	20230914070138 	1	
4029	656	20230914070824 	1	
4030	118	20230914083147 	1	
4031	1474	20230914085659 	1	
4032	2146	20230914103345 	1	
4033	1854	20230914122948 	1	
4034	600	20230914140132 	1	
4035	205	20230914143422 	1	
4036	1883	20230914145851 	1	
4037	3010	20230914151039 	1	
4038	2654	20230914160457 	1	
4039	488	20230914161051 	1	
4040	2015	20230914164926 	1	
4041	3096	20230914165713 	1	
4042	3336	20230914175742 	1	
4043	1058	20230914181206 	0	3:27
4044	771	20230914185954 	0	2:27
4045	275	20230914194415 	1	
4046	556	20230914213801 	0	2:10
4047	491	20230914222458 	1	
4048	3668	20230915043856 	1	
4049	165	20230915052946 	1	
4050	2255	20230915060100 	1	
4051	784	20230915062236 	1	
4052	221	20230915080643 	1	
4053	325	20230915084619 	1	
4054	3829	20230915093844 	0	1:52
4055	835	20230915094237 	1	
4056	3424	20230915100758 	1	
4057	3662	20230915100916 	1	
4058	106	20230915102156 	1	
4059	853	20230915102213 	1	
4060	2335	20230915105713 	1	
4061	978	20230915111312 	1	
4062	3290	20230915113824 	1	
4063	1899	20230915120554 	1	
4064	2964	20230915122245 	1	
4065	1148	20230915135302 	1	
4066	994	20230915141045 	1	
4067	2069	20230915142526 	1	
4068	740	20230915143012 	1	
4069	156	20230915153901 	1	
4070	96	20230915161226 	1	
4071	814	20230915165612 	1	
4072	2959	20230915171329 	1	
4073	2704	20230915171924 	0	1:26
4074	3054	20230915180922 	1	
4075	1549	20230915185509 	1	
4076	968	20230915185653 	1	
4077	2880	20230915205012 	1	
4078	2203	20230915225604 	1	
4079	697	20230916053457 	1	
4080	3238	20230916054938 	1	
4081	3338	20230916063709 	1	
4082	150	20230916080014 	0	0:52
4083	3433	20230916080744 	1	
4084	283	20230916081111 	1	
4085	473	20230916082308 	1	
4086	431	20230916083055 	1	
4087	3445	20230916091725 	1	
4088	901	20230916092044 	1	
4089	1034	20230916095946 	1	
4090	1429	20230916095954 	1	
4091	3696	20230916101619 	1	
4092	1598	20230916103913 	1	
4093	1981	20230916104114 	1	
4094	117	20230916104240 	1	
4095	2404	20230916110006 	1	
4096	323	20230916111255 	1	
4097	883	20230916120201 	1	
4098	364	20230916121952 	1	
4099	2	20230916122354 	1	
4100	3393	20230916153609 	1	
4101	2870	20230916162423 	1	
4102	3646	20230916170250 	1	
4103	1035	20230916172015 	1	
4104	664	20230916182604 	1	
4105	2258	20230916194800 	1	
4106	1074	20230916195328 	1	
4107	2120	20230916221645 	1	
4108	2557	20230916231120 	1	
4109	463	20230916231530 	1	
4110	31	20230916232300 	1	
4111	462	20230916233121 	1	
4112	332	20230917022518 	1	
4113	1720	20230917025607 	1	
4114	396	20230917025808 	1	
4115	1171	20230917033049 	1	
4116	2931	20230917043703 	1	
4117	2407	20230917053724 	1	
4118	3118	20230917061616 	1	
4119	2075	20230917071645 	1	
4120	3087	20230917074232 	1	
4121	3514	20230917075302 	1	
4122	840	20230917082753 	1	
4123	1145	20230917083850 	1	
4124	518	20230917084117 	1	
4125	1956	20230917091140 	1	
4126	921	20230917093115 	1	
4127	344	20230917121524 	1	
4128	1545	20230917130859 	1	
4129	2065	20230917131134 	1	
4130	3562	20230917135455 	1	
4131	2577	20230917141456 	1	
4132	2985	20230917150729 	1	
4133	1920	20230917184028 	1	
4134	2403	20230917190523 	1	
4135	623	20230917202552 	1	
4136	531	20230917202920 	1	
4137	2921	20230917210904 	1	
4138	3506	20230917212621 	1	
4139	798	20230917224214 	1	
4140	71	20230917225512 	0	2:36
4141	2479	20230917234125 	1	
4142	1288	20230918022745 	0	3:27
4143	32	20230918025925 	1	
4144	2036	20230918050709 	1	
4145	762	20230918051823 	1	
4146	3273	20230918052544 	1	
4147	1270	20230918055549 	1	
4148	3054	20230918072021 	1	
4149	2051	20230918080224 	1	
4150	2063	20230918080425 	1	
4151	2745	20230918084855 	1	
4152	1255	20230918091743 	1	
4153	562	20230918092630 	1	
4154	831	20230918103100 	1	
4155	3186	20230918113405 	1	
4156	1940	20230918120253 	1	
4157	2621	20230918121157 	1	
4158	2804	20230918140307 	1	
4159	3342	20230918150126 	1	
4160	1547	20230918162917 	0	2:53
4161	2013	20230918164743 	1	
4162	965	20230918170359 	1	
4163	703	20230918175624 	1	
4164	1444	20230918182612 	1	
4165	694	20230918183058 	1	
4166	3857	20230918184622 	0	2:10
4167	649	20230918210017 	1	
4168	3784	20230918213359 	0	3:27
4169	1038	20230918220147 	1	
4170	2007	20230918221151 	1	
4171	2801	20230918223655 	1	
4172	325	20230918235047 	1	
4173	1416	20230919024418 	1	
4174	1558	20230919041527 	1	
4175	2364	20230919072641 	1	
4176	1713	20230919073118 	1	
4177	55	20230919073712 	1	
4178	1281	20230919093416 	1	
4179	3560	20230919093735 	1	
4180	1958	20230919113046 	1	
4181	748	20230919114134 	1	
4182	1827	20230919123006 	1	
4183	1597	20230919130029 	0	3:10
4184	3838	20230919140307 	0	1:52
4185	2318	20230919145825 	1	
4186	66	20230919160632 	1	
4187	2779	20230919162021 	1	
4188	1328	20230919163729 	1	
4189	1696	20230919174309 	1	
4190	1090	20230919180646 	1	
4191	3323	20230919184246 	1	
4192	3752	20230919185033 	1	
4193	465	20230919192759 	1	
4194	395	20230919213342 	1	
4195	3724	20230919213416 	1	
4196	1488	20230919215636 	1	
4197	197	20230919220640 	1	
4198	2443	20230919222314 	1	
4199	135	20230919224524 	1	
4200	3627	20230919232526 	1	
4201	127	20230920022802 	1	
4202	3102	20230920030537 	1	
4203	3635	20230920032538 	1	
4204	2063	20230920033910 	1	
4205	646	20230920041519 	1	
4206	2510	20230920042213 	1	
4207	1834	20230920044616 	1	
4208	1459	20230920052317 	1	
4209	3312	20230920060227 	1	
4210	461	20230920060646 	1	
4211	3357	20230920075940 	1	
4212	730	20230920081840 	1	
4213	1268	20230920083012 	1	
4214	2359	20230920103336 	1	
4215	1692	20230920103838 	1	
4216	3827	20230920125902 	0	1:52
4217	563	20230920132440 	1	
4218	2163	20230920153801 	1	
4219	3702	20230920174545 	1	
4220	2247	20230920180253 	1	
4221	1944	20230920181315 	1	
4222	639	20230920182145 	1	
4223	2392	20230920184447 	1	
4224	2642	20230920185509 	1	
4225	1221	20230920192012 	1	
4226	787	20230920192925 	1	
4227	2860	20230920211157 	1	
4228	207	20230920211634 	1	
4229	2522	20230920214513 	1	
4230	3249	20230920222716 	1	
4231	2065	20230920223520 	1	
4232	82	20230920232216 	1	
4233	2825	20230921054134 	0	1:35
4234	1061	20230921071401 	1	
4235	682	20230921093014 	1	
4236	734	20230921093927 	1	
4237	2313	20230921103546 	1	
4238	739	20230921103738 	1	
4239	2053	20230921111522 	1	
4240	3532	20230921131016 	1	
4241	3440	20230921134952 	1	
4242	1652	20230921135219 	1	
4243	1143	20230921145414 	1	
4244	2132	20230921154421 	1	
4245	1457	20230921191143 	1	
4246	3240	20230921192641 	1	
4247	1015	20230921193655 	1	
4248	2262	20230921195320 	1	
4249	3457	20230921200333 	1	
4250	3418	20230921202701 	1	
4251	3238	20230921214154 	1	
4252	2819	20230921220640 	1	
4253	3702	20230921222925 	1	
4254	3146	20230921234352 	1	
4255	2834	20230922033700 	1	
4256	794	20230922040221 	1	
4257	1128	20230922041444 	1	
4258	951	20230922062053 	1	
4259	113	20230922074616 	1	
4260	714	20230922095902 	1	
4261	2970	20230922102851 	1	
4262	1089	20230922103939 	1	
4263	2666	20230922110241 	1	
4264	2125	20230922132406 	1	
4265	1131	20230922150436 	1	
4266	195	20230922161619 	1	
4267	3366	20230922163353 	1	
4268	1839	20230922163847 	1	
4269	1859	20230922164524 	1	
4270	457	20230922174209 	1	
4271	2570	20230922174645 	1	
4272	1471	20230922175021 	1	
4273	551	20230922192113 	1	
4274	3411	20230922193227 	1	
4275	215	20230922214212 	1	
4276	3032	20230922234737 	1	
4277	2612	20230922235213 	1	
4278	2095	20230923022644 	0	3:27
4279	545	20230923023112 	1	
4280	1567	20230923040959 	1	
4281	1672	20230923045822 	0	2:53
4282	2359	20230923053505 	1	
4283	3597	20230923054217 	1	
4284	754	20230923061424 	1	
4285	1404	20230923062254 	1	
4286	3444	20230923072724 	1	
4287	1166	20230923083557 	1	
4288	3057	20230923084929 	1	
4289	3373	20230923103637 	1	
4290	3410	20230923103922 	1	
4291	2009	20230923110316 	1	
4292	1537	20230923111154 	1	
4293	2009	20230923112142 	1	
4294	2066	20230923120821 	1	
4295	739	20230923122839 	1	
4296	3735	20230923124814 	0	3:10
4297	760	20230923131645 	1	
4298	3175	20230923135748 	1	
4299	419	20230923144344 	1	
4300	2813	20230923154045 	1	
4301	2565	20230923155727 	1	
4302	280	20230923162432 	1	
4303	999	20230923190724 	1	
4304	1350	20230923191553 	1	
4305	2824	20230923202653 	1	
4306	2459	20230923220732 	1	
4307	1668	20230923221501 	1	
4308	2459	20230923223812 	1	
4309	3712	20230923225036 	1	
4310	1434	20230923232443 	1	
4311	1065	20230924042414 	1	
4312	2950	20230924055716 	1	
4313	1637	20230924083724 	1	
4314	3245	20230924083749 	1	
4315	1703	20230924094648 	1	
4316	2904	20230924130824 	1	
4317	1574	20230924133210 	1	
4318	345	20230924135036 	1	
4319	1951	20230924141757 	1	
4320	3776	20230924142216 	0	1:26
4321	1132	20230924142601 	1	
4322	2556	20230924151407 	1	
4323	1263	20230924154906 	1	
4324	3161	20230924171338 	1	
4325	822	20230924174008 	1	
4326	1237	20230924174501 	1	
4327	1051	20230924185618 	1	
4328	991	20230924194944 	1	
4329	2239	20230924200551 	1	
4330	46	20230924211039 	1	
4331	875	20230924214430 	1	
4332	634	20230924215325 	1	
4333	2710	20230924222707 	1	
4334	1385	20230924233959 	1	
4335	788	20230924234829 	1	
4336	570	20230925051002 	1	
4337	2108	20230925073336 	1	
4338	1614	20230925081456 	1	
4339	2417	20230925084619 	1	
4340	3542	20230925091057 	1	
4341	163	20230925091332 	1	
4342	1918	20230925095727 	1	
4343	1155	20230925110818 	1	
4344	3377	20230925112618 	1	
4345	1555	20230925114034 	1	
4346	3669	20230925114947 	1	
4347	2224	20230925121900 	1	
4348	531	20230925135822 	1	
4349	3037	20230925140810 	1	
4350	3244	20230925155116 	1	
4351	2132	20230925183333 	1	
4352	3658	20230925190029 	1	
4353	1699	20230925192148 	1	
4354	1210	20230925192156 	1	
4355	3778	20230925193755 	0	3:36
4356	2101	20230925205156 	1	
4357	896	20230925212101 	0	0:43
4358	996	20230925214539 	1	
4359	1662	20230925222808 	1	
4360	3447	20230925223109 	1	
4361	580	20230925232719 	1	
4362	1405	20230926032429 	1	
4363	1696	20230926033517 	1	
4364	1127	20230926041410 	1	
4365	2980	20230926042340 	1	
4366	3167	20230926072239 	1	
4367	624	20230926073747 	1	
4368	8	20230926074031 	1	
4369	2710	20230926084636 	1	
4370	258	20230926093006 	1	
4371	3042	20230926095216 	1	
4372	799	20230926103847 	1	
4373	1815	20230926104450 	1	
4374	2482	20230926110836 	1	
4375	1741	20230926120528 	1	
4376	2922	20230926122110 	1	
4377	2105	20230926124657 	1	
4378	3725	20230926125719 	1	
4379	2497	20230926130614 	1	
4380	2569	20230926141605 	1	
4381	3151	20230926142610 	1	
4382	1535	20230926143514 	1	
4383	1341	20230926150528 	1	
4384	400	20230926151642 	1	
4385	828	20230926180109 	1	
4386	3834	20230926180856 	0	1:00
4387	1046	20230926181900 	1	
4388	976	20230926202535 	1	
4389	843	20230926210428 	1	
4390	3021	20230926230434 	1	
4391	24	20230927023304 	1	
4392	2770	20230927025650 	1	
4393	469	20230927031022 	1	
4394	1761	20230927031450 	1	
4395	3472	20230927045555 	1	
4396	2450	20230927050901 	1	
4397	2854	20230927054243 	1	
4398	3743	20230927062254 	1	
4399	1638	20230927065745 	1	
4400	1377	20230927070129 	1	
4401	3088	20230927070640 	1	
4402	3066	20230927071720 	1	
4403	3512	20230927073528 	1	
4404	1788	20230927104415 	1	
4405	170	20230927111237 	1	
4406	117	20230927121232 	1	
4407	3473	20230927122001 	1	
4408	3556	20230927130640 	1	
4409	1436	20230927131501 	1	
4410	812	20230927132122 	1	
4411	3285	20230927145222 	1	
4412	3400	20230927153853 	1	
4413	1659	20230927170241 	1	
4414	481	20230927174034 	1	
4415	1011	20230927175742 	1	
4416	2222	20230927181800 	1	
4417	2756	20230927184657 	1	
4418	1143	20230927190859 	1	
4419	3288	20230927191602 	1	
4420	3130	20230927192825 	1	
4421	3006	20230927194743 	1	
4422	3637	20230927202007 	1	
4423	421	20230927205842 	1	
4424	3375	20230927212302 	1	
4425	3067	20230927225110 	1	
4426	63	20230927230500 	1	
4427	2563	20230927232636 	1	
4428	3694	20230928023724 	1	
4429	2486	20230928032822 	1	
4430	3481	20230928034019 	1	
4431	729	20230928040155 	1	
4432	256	20230928040540 	1	
4433	1089	20230928043537 	1	
4434	1104	20230928050901 	1	
4435	184	20230928070706 	1	
4436	2446	20230928071619 	1	
4437	3038	20230928073035 	1	
4438	369	20230928090043 	1	
4439	3278	20230928093342 	1	
4440	1256	20230928100330 	1	
4441	163	20230928100859 	1	
4442	1409	20230928111757 	1	
4443	383	20230928113356 	1	
4444	358	20230928115440 	1	
4445	603	20230928121717 	1	
4446	1755	20230928125526 	1	
4447	2073	20230928131947 	1	
4448	3845	20230928142518 	0	1:09
4449	3485	20230928152730 	1	
4450	1764	20230928155946 	1	
